Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDW16,17.35,Regular,0.041538713,Frozen Foods,93.1804,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1378.206
FDT31,19.75,Low Fat,0.012467648,Fruits and Vegetables,188.1872,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2458.1336
FDP40,4.555,Regular,0.034410585,Frozen Foods,111.3544,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1342.2528
FDO01,21.1,Regular,0.020750867,Breakfast,128.7994,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1927.491
FDQ31,5.785,Regular,0.053930934000000014,Fruits and Vegetables,87.3856,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,878.8560000000001
FDU02,13.35,Low Fat,0.102670882,Dairy,228.6352,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,3435.528
NCZ30,6.59,Low Fat,0.026225693,Household,119.0098,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2530.7058
FDJ56,8.985,Low Fat,0.183688161,Fruits and Vegetables,100.27,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,998.7
FDW07,18.0,Regular,0.142910689,Fruits and Vegetables,89.6514,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1859.5794
FDX33,9.195,Regular,0.117667492,Snack Foods,159.5578,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1283.6624
FDJ44,12.3,Regular,0.106492562,Fruits and Vegetables,176.3396,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1395.5168
FDG16,15.25,Low Fat,0.08995645,Frozen Foods,217.1192,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,3235.788
FDO50,16.25,Low Fat,0.078290271,Canned,93.1804,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1194.4452
FDW47,15.0,Low Fat,0.046447328,Breads,121.5414,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2436.828
FDW36,11.15,Low Fat,0.057021156,Baking Goods,106.8622,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2011.3818
NCD06,13.0,Low Fat,0.099479703,Household,44.90600000000001,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,652.484
FDH38,6.425,Low Fat,0.010454459,Canned,115.6808,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1406.1696
FDW56,7.68,Low Fat,0.071010513,Fruits and Vegetables,190.9162,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,5195.2374
DRG39,14.15,Low Fat,0.042246575,Dairy,54.2982,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1104.5622
FDS01,11.6,Low Fat,0.017130987571428568,Canned,178.2686,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1955.4546
FDT49,7.0,Low Fat,0.13259144074999998,Canned,105.628,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1384.864
FDW50,13.1,Low Fat,0.075695552,Dairy,168.4158,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1504.0422
FDN49,17.25,Regular,0.125419157,Breakfast,40.048,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,399.48
DRG51,12.1,Low Fat,0.011557563,Dairy,165.3526,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,3453.5046
NCZ06,19.6,Low Fat,0.094308058,Household,251.8698,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,3551.3772
FDO46,9.6,Regular,0.014234595,Snack Foods,190.2872,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,4727.18
FDI10,8.51,Regular,0.078526225,Snack Foods,173.5422,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,5000.8238
FDG12,6.635,Regular,0.006335942,Baking Goods,121.8098,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2048.6666
FDH48,13.5,Low Fat,0.04693578514285714,Baking Goods,84.654,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1211.756
FDD38,16.75,Regular,0.008204465,Canned,99.8674,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2342.9502
FDV22,14.85,Regular,0.009954237,Snack Foods,158.263,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2659.871
FDB47,8.8,Low Fat,0.071540443,Snack Foods,210.6612,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2508.7344
DRC27,13.8,Low Fat,0.058192802,Dairy,246.9802,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,5896.3248
FDB37,20.25,Regular,0.022976493,Baking Goods,240.3538,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,4086.0146
FDE47,14.15,Low Fat,0.037967687,Starchy Foods,125.6046,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1618.5598
FDP09,19.75,Low Fat,0.033942546000000004,Snack Foods,213.5902,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,4460.1942
FDG33,5.365,Regular,0.140458316,Seafood,169.7764,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,3263.7516
DRI47,14.7,Low Fat,0.020952705,Hard Drinks,143.5128,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2444.8176
NCP05,19.6,Low Fat,0.025325897000000003,Health and Hygiene,150.9024,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,3795.06
FDA50,16.25,Low Fat,0.08731067199999999,Dairy,95.541,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1544.656
FDX08,12.85,Low Fat,0.022639195,Fruits and Vegetables,179.7318,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2165.1816
NCH55,16.35,Low Fat,0.034726222,Household,125.602,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,3036.048
FDF21,10.3,Regular,0.05891884400000001,Fruits and Vegetables,191.653,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,5313.084
DRK01,7.63,Low Fat,0.061159246,Soft Drinks,92.5436,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1607.2412
NCS29,9.0,Low Fat,0.069653585,Health and Hygiene,266.2884,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2914.8724
NCL42,18.85,Low Fat,0.040434372,Household,244.3144,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,5635.3312
DRD25,6.135,Low Fat,0.079094835,Soft Drinks,114.386,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1018.674
FDI08,18.2,Regular,0.066400129,Fruits and Vegetables,248.5492,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,5727.2116
FDD34,7.945,Low Fat,0.015900971,Snack Foods,163.821,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1794.331
FDB50,13.0,Low Fat,0.153857402,Canned,76.3986,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,778.9860000000001
FDS55,7.02,Low Fat,0.081290366,Fruits and Vegetables,147.3734,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2524.0478
NCD07,9.1,Low Fat,0.055514919,Household,112.5518,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,341.5554
FDV35,19.5,Low Fat,0.128405328,Breads,156.4314,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2326.971
NCS18,12.65,Low Fat,0.042276746,Household,108.4938,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1500.7132
FDE11,17.7,Regular,0.135306012,Starchy Foods,183.7924,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2221.1088
DRE49,20.75,Low Fat,0.02128304,Soft Drinks,153.5024,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2428.8384
FDF09,6.215,Low Fat,0.012167793,Fruits and Vegetables,37.4848,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,111.8544
FDD02,16.6,Low Fat,0.050369191,Canned,117.2124,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1422.1488
NCM55,15.6,Low Fat,0.066829875,Others,185.5924,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,3146.5708
FDM21,20.2,Low Fat,0.064464147,Snack Foods,255.7646,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,5410.9566
FDT50,6.75,Regular,0.09020344516666667,Dairy,96.7752,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1342.2528
FDQ39,14.8,Low Fat,0.081168135,Meat,190.5846,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,3630.6074
DRH11,5.98,Low Fat,0.075675438,Hard Drinks,53.3614,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,331.5684
NCI42,18.75,Low Fat,0.010381661,Household,207.8954,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2292.3494
NCF31,9.13,Low Fat,0.051928034000000005,Household,151.4024,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1973.4312
FDQ52,17.0,Low Fat,0.119570595,Frozen Foods,249.7434,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,4221.8378
FDC59,16.7,Regular,0.05213565057142857,Starchy Foods,63.6168,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1342.2528
FDJ27,17.7,Regular,0.122065518,Meat,103.3674,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2546.685
FDH22,6.405,Low Fat,0.136512858,Snack Foods,128.7678,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,3052.0272
FDO36,19.7,Low Fat,0.07803497599999999,Baking Goods,178.06599999999997,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,3954.852
FDH28,15.85,Regular,0.110202066,Frozen Foods,39.7506,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,721.0614
FDN32,17.5,Low Fat,0.01558456,Fruits and Vegetables,185.1266,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,4795.0916
DRK39,7.02,Low Fat,0.049942926,Dairy,82.425,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1414.825
FDS56,5.785,Regular,0.038817121,Fruits and Vegetables,262.6252,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,524.6504
FDT23,7.72,Regular,0.074847665,Breads,78.8986,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,623.1888
FDG09,20.6,Regular,0.048010812,Fruits and Vegetables,187.7556,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,3004.0896
FDC26,10.195,Low Fat,0.126579586,Canned,112.2886,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2557.3378
NCY17,18.2,Low Fat,0.16334971,Health and Hygiene,45.1086,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,669.1289999999998
DRY23,9.395,Regular,0.109265987,Soft Drinks,42.3112,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,980.0576
NCE19,8.97,Low Fat,0.093159233,Household,55.7956,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1037.3164
FDF11,10.195,Regular,0.017658634,Starchy Foods,240.1538,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1442.1228
FDU25,12.35,Low Fat,0.026722744,Canned,59.2246,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,984.7182
FDB03,17.75,Regular,0.157075658,Dairy,240.5538,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,3845.6608
FDG44,6.13,Low Fat,0.10234983,Fruits and Vegetables,55.0298,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,539.298
FDU12,15.5,Regular,0.07586884299999999,Baking Goods,261.7568,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1845.5976
FDB29,16.7,Regular,0.052493162,Frozen Foods,113.9176,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2519.3872
FDX58,13.15,Low Fat,0.043831721,Snack Foods,184.195,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2746.425
FDG35,21.2,Regular,0.00660962225,Starchy Foods,173.6738,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2954.1546
NCY05,13.5,Low Fat,0.055075504,Health and Hygiene,33.3874,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,282.2992
FDY20,12.5,Regular,0.08187986400000001,Fruits and Vegetables,91.7488,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1358.2320000000002
FDZ21,17.6,Regular,0.03928284,Snack Foods,94.641,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2799.6890000000008
NCC18,19.1,Low Fat,0.177545624,Household,172.4422,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,3621.2862
FDH27,7.075,Low Fat,0.058437653,Dairy,143.0128,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1150.5024
FDO45,13.15,Regular,0.038011783,Snack Foods,89.6856,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,703.0848
NCG42,19.2,Low Fat,0.041291929,Household,129.131,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1038.648
FDU04,7.93,Low Fat,0.005557062,Frozen Foods,122.1414,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2924.1936
FDQ07,15.1,Regular,0.087542757,Fruits and Vegetables,219.8456,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,6189.2768
FDO32,6.36,Low Fat,0.120731024,Fruits and Vegetables,46.506,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,652.484
FDF35,15.0,Low Fat,0.154228739,Starchy Foods,107.3938,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,750.3566
NCV41,14.35,Low Fat,0.017065268,Health and Hygiene,109.5228,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1768.3648
NCN43,12.15,Low Fat,0.006770251999999999,Others,124.473,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1231.73
DRE37,13.5,Low Fat,0.094366079,Soft Drinks,190.9872,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2836.308
FDJ09,15.0,Low Fat,0.058485617,Snack Foods,44.7744,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,679.1160000000001
NCH07,13.15,Low Fat,0.092811105,Household,159.7604,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,4119.9704
FDY33,14.5,Regular,0.09735225,Snack Foods,160.7262,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1750.3882
FDB33,17.75,Low Fat,0.014602837,Fruits and Vegetables,158.6262,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,3819.0288
FDI38,13.35,Regular,0.014649641,Canned,207.3638,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,5797.7864
DRK49,14.15,Low Fat,0.035999599,Soft Drinks,41.5138,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,162.4552
NCO54,19.5,Low Fat,0.014296484,Household,53.7614,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1436.7964
FDQ26,13.5,Regular,0.05824156399999999,Dairy,57.8562,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,711.0744
DRE25,15.35,Low Fat,0.073397129,Soft Drinks,91.912,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2609.936
FDA02,14.0,Regular,0.02976887,Dairy,145.4786,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1300.3074
NCH30,17.1,Low Fat,0.06725846,Household,115.186,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2490.092
FDH12,9.6,Low Fat,0.085085743,Baking Goods,105.128,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1065.28
NCH18,9.3,Low Fat,0.044730667,Household,245.1802,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2456.802
FDA04,11.3,Regular,0.066833743,Frozen Foods,257.2962,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2330.9658
FDE36,5.26,Regular,0.041837331,Baking Goods,161.8868,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,5077.3908
DRJ25,14.6,Low Fat,0.150801606,Soft Drinks,48.7692,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1231.73
FDV58,20.85,Low Fat,0.121438886,Snack Foods,196.1452,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1565.9616
FDH56,9.8,Regular,0.063916425,Fruits and Vegetables,117.1492,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2780.3808
DRB48,16.75,Regular,0.024892129,Soft Drinks,37.8822,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,589.2330000000002
FDR13,9.895,Regular,0.028765486,Canned,115.3492,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1274.3412
FDY45,17.5,Low Fat,0.026182758,Snack Foods,253.6356,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,5086.712
FDF59,12.5,Low Fat,0.07135477400000001,Starchy Foods,125.702,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2530.04
NCA41,16.75,Low Fat,0.032637373,Health and Hygiene,191.6162,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,3463.4916
FDF24,15.5,Regular,0.025409912000000003,Baking Goods,82.6734,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1883.5482
FDQ04,6.4,Low Fat,0.084885375,Frozen Foods,39.2796,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,701.7532
NCV29,11.8,Low Fat,0.022879017,Health and Hygiene,176.0686,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,533.3058
NCO26,7.235,Low Fat,0.076975118,Household,116.6492,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2664.5316
FDR34,17.0,Regular,0.01599013,Snack Foods,228.8352,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,4351.6688
FDA14,16.1,Low Fat,0.06528457,Dairy,145.076,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1904.188
FDO25,6.3,Low Fat,0.127647181,Canned,207.927,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2097.27
FDW26,11.8,Regular,0.107223632,Dairy,223.5772,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2668.5264
NCQ06,13.0,Low Fat,0.04188955,Household,254.8514,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,3315.0182
FDU19,8.77,Regular,0.046844194000000006,Fruits and Vegetables,174.2422,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1379.5376
FDT55,13.6,Regular,0.042305619249999996,Fruits and Vegetables,156.4946,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2998.0974
FDA19,7.52,Low Fat,0.055213208,Fruits and Vegetables,129.5994,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,642.497
FDY38,13.6,Regular,0.119361718,Dairy,231.63,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2563.33
FDN33,6.305,Regular,0.123307177,Snack Foods,93.5436,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,283.6308
DRM48,15.2,Low Fat,0.113072194,Soft Drinks,35.8848,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,596.5568
NCR30,20.6,Low Fat,0.071103348,Household,75.4696,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1416.8224
FDM27,12.35,Regular,0.158715731,Meat,157.2946,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1577.946
DRF25,9.0,Low Fat,0.03898577,Soft Drinks,34.619,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,732.38
NCQ02,12.6,Low Fat,0.007468056,Household,186.9556,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,3379.6008
FDH31,12.0,Regular,0.020442889,Meat,98.0042,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1587.2672
NCC54,17.75,Low Fat,0.097862839,Health and Hygiene,239.3196,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,3615.294
DRH51,17.6,Low Fat,0.097367722,Dairy,89.3856,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,878.8560000000001
FDI12,9.395,Regular,0.100555034,Baking Goods,88.8856,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,439.42800000000005
FDK26,5.46,Regular,0.032227432,Canned,186.824,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1864.24
NCQ43,17.75,Low Fat,0.11147467,Others,108.0912,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1637.868
FDX07,19.2,Regular,0.022954444,Fruits and Vegetables,184.495,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,4028.09
FDR11,10.5,Regular,0.142759833,Breads,159.3578,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,3048.6982
FDK58,11.35,Regular,0.045052492,Snack Foods,102.6016,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,3137.2496
FDW08,12.1,Low Fat,0.148612263,Fruits and Vegetables,104.528,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1384.864
FDD50,18.85,Low Fat,0.141862435,Canned,171.0132,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,4396.9432
FDI32,17.7,Low Fat,0.17464455199999998,Fruits and Vegetables,113.2834,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1727.751
NCK29,5.615,Low Fat,0.125964559,Health and Hygiene,124.773,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2956.152
FDJ16,9.195,Low Fat,0.115064263,Frozen Foods,58.6246,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,868.8689999999998
FDY11,6.71,Regular,0.02960641,Baking Goods,65.4142,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1516.0266
FDR37,16.5,Regular,0.066352552,Breakfast,181.2292,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,4195.8716
FDY13,12.1,Low Fat,0.030174246,Canned,76.667,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1531.34
NCA05,20.75,Low Fat,0.025169703,Health and Hygiene,150.4734,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1187.7872
FDZ08,12.5,Regular,0.110163385,Fruits and Vegetables,83.6592,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1320.9472
NCF30,17.0,Low Fat,0.126440335,Household,125.2362,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1384.1982
FDA44,19.7,Low Fat,0.053305463,Fruits and Vegetables,58.19300000000001,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,848.895
NCY18,7.285,Low Fat,0.031200065,Household,174.7054,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,6303.7944
NCI55,18.6,Low Fat,0.012673238,Household,121.5414,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,4020.7662
FDW35,10.6,Low Fat,0.011106465,Breads,42.7454,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,419.454
FDE14,13.65,Regular,0.031494041,Canned,98.87,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2197.14
FDR02,16.7,Low Fat,0.022099982,Dairy,110.1886,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1334.2632
NCQ30,7.725,Low Fat,0.029117482000000007,Household,123.0414,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1583.9382
FDW45,18.0,Low Fat,0.039071642,Snack Foods,145.3418,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,882.8508
DRM49,6.11,Regular,0.152207128,Soft Drinks,43.0086,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,713.7376
FDR10,17.6,Low Fat,0.010055503,Snack Foods,163.7552,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1787.0072
FDB46,10.5,Regular,0.093909644,Snack Foods,213.7244,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,4022.7636
FDI05,8.35,Regular,0.127066966,Frozen Foods,76.5354,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1655.1788
DRJ51,14.1,Low Fat,0.07051238439999999,Dairy,231.9668,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1842.9344
NCO29,11.15,Low Fat,0.032306341,Health and Hygiene,166.3526,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,986.7156
FDO12,15.75,Low Fat,0.055015935,Baking Goods,194.3452,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2740.4328
DRJ24,11.8,Low Fat,0.11350542,Soft Drinks,186.8924,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2961.4784
NCD55,14.0,Low Fat,0.024369007,Household,40.2454,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,922.7988
FDZ07,15.1,Regular,0.094037291,Fruits and Vegetables,62.3194,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,495.3552
DRN37,9.6,Low Fat,0.09120172066666668,Soft Drinks,166.5158,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,3509.4318
FDN25,7.895,Regular,0.061270647,Breakfast,56.7588,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,343.5528
FDH10,21.0,Low Fat,0.049381666,Snack Foods,193.0478,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1549.9824
NCC43,7.39,Low Fat,0.092927148,Household,249.5066,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,4267.1122
FDC37,15.5,Low Fat,0.032924463,Baking Goods,107.2938,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2143.876
FDH17,16.2,Regular,0.016679232,Frozen Foods,96.3726,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2740.4328
FDM58,16.85,Regular,0.06469372585714285,Snack Foods,110.0544,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2572.6512
FDA40,16.0,Regular,0.09942555,Frozen Foods,87.0856,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,527.3136
FDE59,12.15,Low Fat,0.062384659,Starchy Foods,34.6532,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,719.064
NCL41,12.35,Low Fat,0.041802518,Health and Hygiene,34.8216,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,311.5944
FDJ38,8.6,Regular,0.040268044,Canned,191.453,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1707.777
FDR09,18.25,Low Fat,0.07784544,Snack Foods,260.5962,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,3884.943
FDT15,12.15,Regular,0.04274788,Meat,183.695,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2929.52
FDV25,5.905,Low Fat,0.04572322,Canned,222.1456,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,5747.1856
FDG21,17.35,Regular,0.146527359,Seafood,147.905,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2247.075
FDW09,13.65,Regular,0.025961116,Snack Foods,80.4302,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,316.9208
FDC46,17.7,Low Fat,0.116723677,Snack Foods,182.4266,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,5163.9448
FDW19,12.35,Regular,0.038560279,Fruits and Vegetables,109.857,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1208.427
NCO53,16.2,Low Fat,0.11735783875,Health and Hygiene,182.1608,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,3123.9336
FDG26,18.85,Low Fat,0.042716162,Canned,257.833,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,3332.329
FDH47,13.5,Regular,0.129016487,Starchy Foods,98.4068,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,1846.9292
FDO27,6.175,Regular,0.17935589300000002,Meat,94.1752,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,575.2512
FDL14,8.115,Regular,0.032208865,Canned,154.9972,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,3739.1328
DRM23,16.6,Low Fat,0.135944247,Hard Drinks,172.0422,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,2586.633
FDW33,9.395,Low Fat,0.099274694,Snack Foods,104.528,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,852.2239999999998
